Page_URL,name,company,level,vacancy,time,address,salary,deadline,education,skills,desc,desc1
https://merojob.com/senior-oracle-plsql-developer-6/,Senior Oracle – PL/SQL DEVELOPER,COTIVITI NEPAL ,"
Senior Level
",2,"
Full Time
",Kathmandu,"
Negotiable
","Nov. 09, 2020 23:55
(1 week, 5 days from now)
",Bachelor,"
Analytical
Linux
Communication
Software Development
","Should have strong knowledge on all stages of Software life cycle process: Planning, design, development, Testing and deployment.Understanding business requirements and technical documentsTranslate design into functional unit.Follow coding standard during developmentDevelop optimized queriesCreate unit test to validate changesActive participation in Project level discussion/meeting.Maintain legacy code and implement the new requirements in best possible way.Prepare Technical/flow diagram.Prepare documentation of the changes or legacy code base.","
ResponsibilitiesShould have strong knowledge on all stages of Software life cycle process: Planning, design, development, Testing and deployment.Understanding business requirements and technical documentsTranslate design into functional unit.Follow coding standard during developmentDevelop optimized queriesCreate unit test to validate changesActive participation in Project level discussion/meeting.Maintain legacy code and implement the new requirements in best possible way.Prepare Technical/flow diagram.Prepare documentation of the changes or legacy code base.Qualification and Education RequirementsBachelor of Engineering in Computer/IT or equivalent degree in Computer related studiesMust Have SkillsAt least 5 years of experience in Software development using PL/SQL, MS-SQL.Strong knowledge of Relational DatabasesMust be familiar with Oracle Optimization techniquesMust be familiar with basic Linux commandsStrong theoretical and practical knowledge of object-oriented programmingFamiliar with design patternsExperience working with source control systems, such as Subversion, and GIT including branching and merging strategies.Preferable SkillsKnowledge of Shell, Perl Scripting languageExperience with Atlassian suite of tools (Jira, Confluence, Bamboo, Crucible)Soft SkillsAbility to work independently or as part of a teamExperience of working in SCRUM/Agile team would be added valuePersuasive in both written and verbal communicationStrong Analytical SkillsUS Healthcare experience would be added value
"
https://merojob.com/senior-test-automation-engineer-3/,Senior Test Automation Engineer,COTIVITI NEPAL ,"
Senior Level
",5,"
Full Time
",Kathmandu,"
Negotiable
","Nov. 09, 2020 23:55
(1 week, 5 days from now)
",Bachelor,"
Communication
Software Development
","Test Automation using Selenium in .NetTest Execution on various level (System Test, Regression Test, Smoke Test)Understand the existing products and business flowDefect reportingPrepare Testing platform (Application and Database)Performance Test using JMeterTest Automation of data/database level testingResearch/implementation of latest test automation frameworks.","
ResponsibilitiesTest Automation Engineers would be expected to be doing following:Test Automation using Selenium in .NetTest Execution on various level (System Test, Regression Test, Smoke Test)Understand the existing products and business flowDefect reportingPrepare Testing platform (Application and Database)Performance Test using JMeterTest Automation of data/database level testingResearch/implementation of latest test automation frameworks.Qualification and Education RequirementsBachelor Degree or equivalent degree in Computer related studiesMust Have SkillsMinimum 5 years of Software Development/Programming in the past or recently. Preferably in .Net.Must have experience of selenium test automation in .netMust have sound knowledge of Software TestingExperience working with source control systems, such as Subversion, and GIT including branching and merging strategies.Preferable SkillsKnowledge of Relational DatabasesKnowledge of Build Scripting using MSBuild with BambooExperience of working in IIS Application Server
"
https://merojob.com/test-automation-engineer-6/,Test Automation Engineer,COTIVITI NEPAL ,"
Mid Level
",5,"
Full Time
",Kathmandu,"
Negotiable
","Nov. 09, 2020 23:55
(1 week, 5 days from now)
",Bachelor,"
Communication
Interpersonal
Software Development
","Test Automation using Selenium in .NetTest Execution on various level (System Test, Regression Test, Smoke Test)Understand the existing products and business flowDefect reportingPrepare Testing platform (Application and Database)Performance Test using JMeterTest Automation of data/database level testingResearch/implementation of latest test automation frameworks.","
ResponsibilitiesTest Automation Engineers would be expected to be doing following:Test Automation using Selenium in .NetTest Execution on various level (System Test, Regression Test, Smoke Test)Understand the existing products and business flowDefect reportingPrepare Testing platform (Application and Database)Performance Test using JMeterTest Automation of data/database level testingResearch/implementation of latest test automation frameworks.Qualification and Education RequirementsBachelor’s degree or equivalent degree in Computer related studiesMust Have SkillsMinimum 3 years of Software Development/Programming in the past or recently. Preferably in .Net.Must have experience of selenium test automation in .netMust have sound knowledge of Software TestingExperience working with source control systems, such as Subversion, and GIT including branching and merging strategies.Preferable SkillsKnowledge of Relational DatabasesKnowledge of Build Scripting using MSBuild with BambooExperience of working in IIS Application Server
"
https://merojob.com/business-analyst-49/,Business Analyst,COTIVITI NEPAL ,"
Senior Level
",2,"
Full Time
",Kathmandu,"
Negotiable
","Nov. 09, 2020 23:55
(1 week, 5 days from now)
",Bachelor,"
Problem Solving
Time Management
Organizational
Communication
Interpersonal
","Reviews existing legacy application documentation to develop an understanding of the existing functionality.Meets with business leadership (SME, Product Manager and Product Owner) to clarify business requirements.Documents existing business processes and proposes innovative improvements.Develops a clear definition and acceptance criteria for each of the features to ensure the business requirements will be addressed.Assists with documentation and prioritization of the business value associated with the business requirements.Develops product expertise.Conduct user acceptance tests","
The Business Analyst is the liaison between the agile sprint team and the business (SME, Product Manager and Product Owner). Works to create and refine the feature backlog in preparation for the next Program Increment through defining innovative improvements to business processes in order to meet the business requirements. Works with the Sprint Team to foster a collaborative atmosphere and provide clear understanding of the business problem being solved. Works well in a team-structured environment.Responsibilities Reviews existing legacy application documentation to develop an understanding of the existing functionality.Meets with business leadership (SME, Product Manager and Product Owner) to clarify business requirements.Documents existing business processes and proposes innovative improvements.Develops a clear definition and acceptance criteria for each of the features to ensure the business requirements will be addressed.Assists with documentation and prioritization of the business value associated with the business requirements.Develops product expertise.Conduct user acceptance testsQualifications Bachelor Degree in Computer or related field.5+ years of business analysis experience.Experience in an agile software development environment an asset.Possesses excellent communication, organizational and observational skills.Proficient problem solving skills with good judgment and decision making.Must work well as a member of a team.
"
https://merojob.com/project-manager-392/,Project Manager,COTIVITI NEPAL ,"
Senior Level
",2,"
Full Time
",Kathmandu,"
Negotiable
","Nov. 09, 2020 23:55
(1 week, 5 days from now)
",Bachelor,"
Time Management
Organizational
Communication
Interpersonal
","Conduct and facilitate the planning. Help team to define their goals on each planning.Facilitate all the sprint rituals of own team.Coordinate with other teams on the Agile Release Train (ART) as needed. Participate in SOS to present own team's progress.Own team’s commitments and help team to achieve their goal.Help remove impediments and foster an environment for high-performing team dynamics, continuous flow, and relentless improvement.Help and guide the team to optimally plan their capacity.Make sure the team’s utilization is efficiently managed and has higher productivity.Conduct regular retrospective on every event. Make sure every action items have individual/team’s name and a date expected to get resolved with a follow up.Manage team’s RAID – Risk, Assumption, Issues and Dependencies.Compile, collect, produce and publish team’s report on different metrics.Work with Engineering manager for team’s development that helps the team to be more productive as well as efficient.Escalate to higher authority as required on any case that needs resolution from cross team.Coach the team in Scrum, Extreme Programming (XP), Kanban, and SAFe, ensuring that the agreed Agile process is being followed.Develop, document and conduct Agile development and process training as required – getting started and regular refresher training. Work with organization training manager/specialist","
ResponsibilitiesConduct and facilitate the planning. Help team to define their goals on each planning.Facilitate all the sprint rituals of own team.Coordinate with other teams on the Agile Release Train (ART) as needed. Participate in SOS to present own team's progress.Own team’s commitments and help team to achieve their goal.Help remove impediments and foster an environment for high-performing team dynamics, continuous flow, and relentless improvement.Help and guide the team to optimally plan their capacity.Make sure the team’s utilization is efficiently managed and has higher productivity.Conduct regular retrospective on every event. Make sure every action items have individual/team’s name and a date expected to get resolved with a follow up.Manage team’s RAID – Risk, Assumption, Issues and Dependencies.Compile, collect, produce and publish team’s report on different metrics.Work with Engineering manager for team’s development that helps the team to be more productive as well as efficient.Escalate to higher authority as required on any case that needs resolution from cross team.Coach the team in Scrum, Extreme Programming (XP), Kanban, and SAFe, ensuring that the agreed Agile process is being followed.Develop, document and conduct Agile development and process training as required – getting started and regular refresher training. Work with organization training manager/specialistRequirementsMinimum five years’ experience in similar role.
"
https://merojob.com/senior-ms-sql-developer-2/,Senior MS-SQL Developer,COTIVITI NEPAL ,"
Senior Level
",4,"
Full Time
",Kathmandu,"
Negotiable
","Nov. 09, 2020 23:55
(1 week, 5 days from now)
",Bachelor,"
Analytical
Communication
Interpersonal
","Should have strong knowledge on all stages of Software life cycle process: Planning, design, development, Testing and deployment.Understanding business requirements and technical documentsTranslate design into functional unit.Follow coding standard during developmentDevelop optimized queriesCreate unit test to validate changesActive participation in Project level discussion/meeting.Maintain legacy code and implement the new requirements in best possible way.Prepare Technical/flow diagram.Prepare documentation of the changes or legacy code base.","
ResponsibilitiesShould have strong knowledge on all stages of Software life cycle process: Planning, design, development, Testing and deployment.Understanding business requirements and technical documentsTranslate design into functional unit.Follow coding standard during developmentDevelop optimized queriesCreate unit test to validate changesActive participation in Project level discussion/meeting.Maintain legacy code and implement the new requirements in best possible way.Prepare Technical/flow diagram.Prepare documentation of the changes or legacy code base.Qualification and Education RequirementsBachelor of Engineering in Computer/IT or equivalent degree in Computer related studiesMust Have SkillsMinimum 5 years of experience in Software development using MS-SQL.Strong knowledge of Relational DatabasesExperience working with source control systems, such as Subversion, and GIT including branching and merging strategies.Knowledge of SSIS. Preferable SkillsExperience with Atlassian suite of tools (Jira, Confluence, Bamboo, Crucible)Soft SkillsAbility to work independently or as part of a teamExperience of working in SCRUM/Agile team would be added valuePersuasive in both written and verbal communicationStrong Analytical SkillsUS Healthcare experience would be added value
"
https://merojob.com/ful-stack-net-react-developer/,Ful Stack .Net/ React developer,Infocom Solutions ,"
Mid Level
",1,"
Full Time
",Kathmandu,"
Negotiable
","Nov. 09, 2020 23:55
(1 week, 5 days from now)
",Bachelor,"
Css3
Javascript
Database Design
","Proficient in CSS for effective presentation of the HTML elementsExtensive knowledge in both of these programming languages for creating an interactive, intuitive, and engaging frontend for applicationsMultiple skills pertaining to both frontend and backend developmentKnowledge of NoSQL databasesKnowledge of web storageMake a website look attractive and appealing",
https://merojob.com/java-developer-benequick/,Java Developer,Software Development House Nepal ,"
Mid Level
",2,"
Full Time
",Kupondole,"
$. 600.00 Monthly
","Nov. 13, 2020 23:55
(2 weeks, 2 days from now)
",Bachelor,"
Java
Object Oriented Programming
Javascript
Jquery
Html
","Good knowledge of JAVA and Object-Oriented ProgrammingGood knowledge of relational databasesExperience with J2EE, HTML, CSS, JavaScript, jQueryProficiency with Unix-like operating systemsExcellent Verbal and Written CommunicationExcellent Logical and Analytical SkillMath AptitudeTime Management and Professionalism",
https://merojob.com/front-end-ui-develope/,SQL / Database Developer,Verisk Nepal ,"
Mid Level
",1,"
Full Time
",Lalitpur,"
Negotiable
","Nov. 15, 2020 23:55
(2 weeks, 4 days from now)
",Bachelor,"
Plsql
Sql
Database Management
",Bachelor’s in computer science / Engineering.At least 4 years of experience working in TSQL/PLSQL.,
https://merojob.com/front-end-ui-developer-2/,Front End / UI Developer,Verisk Nepal ,"
Mid Level
",1,"
Full Time
",Lalitpur,"
Negotiable
","Nov. 15, 2020 23:55
(2 weeks, 4 days from now)
",Bachelor,"
Angular
Ui/Ux
","Bachelor’s in Computer Science, or related field or equivalent experienceAt least 3 years of professional experience in JavaScript / Angular Technology",
https://merojob.com/qa-automation-engineer-7/,QA Automation Engineer,Verisk Nepal ,"
Mid Level
",2,"
Full Time
",Lalitpur,"
Negotiable
","Nov. 15, 2020 23:55
(2 weeks, 4 days from now)
",Bachelor,"
Programming
Automation
Testing
Qa
","Bachelor’s in Computer Science, or related field or equivalent experience1 to 3 years of professional experience in Software Quality Assurance and Test Automation",
https://merojob.com/java-developer-119/,Java Developer,Verisk Nepal ,"
Mid Level
",4,"
Full Time
",lalitpur,"
Negotiable
","Nov. 14, 2020 11:00
(2 weeks, 3 days from now)
",Bachelor,"
Java
Aws
","Bachelor’s in Computer Science, or related field or equivalent experience2 to 3 years of professional experience in Java based application development",
https://merojob.com/senior-system-engineer-12/,Senior System Engineer,Verisk Nepal ,"
Senior Level
",1,"
Full Time
","Lalitpur , Nepal","
Negotiable
","Nov. 19, 2020 23:55
(3 weeks, 1 day from now)
",Bachelor,"
Ldap/Ad As Well As Linux Shell/Pyt…
Linux
Unix
Dns
","4+ years of technical hands on experience, supporting and administering application and systemsPositive, energetic, and self-driven attitude to continually develop technical skills and troubleshoot issuesStrong communication skills - both verbal and writtenExperience in administering Windows/Linux systems, user management and application supportExperience with Linux, Unix, DNS, LDAP/AD as well as Linux shell/Python/PowerShell scripting is a plusFamiliarity with Microsoft SCCM is a plusGood knowledge of Networking (CCNA/CCNP or equivalent work experience)Expert in LAN and WAN management and troubleshooting, supporting multiple remote locationsKnowledge of SD-WAN, SD-BranchFamiliarity with Amazon Web Services a plusFamiliarity in DevOps tools (Chef/Ansible) is a plus",
https://merojob.com/javascript-developer-30/,Javascript Developer,Gurzu Inc ,"
Mid Level
",3,"
Full Time
",Kathmandu,"
Negotiable
","Nov. 21, 2020 23:55
(3 weeks, 3 days from now)
",Bachelor,"
Css3
Javascript
Html
Node.Js
","At least 2 years’ hands-on front-end development work experienceStrong knowledge of at least one of the modern UI frameworks such as React or VueExcellent knowledge of HTML, CSS;Excellent knowledge of JavaScript and ES8;Experience in Restful services and Node JS and AMQPHands-on experience with build tools like Web-pack;Experience with agile methodologies (SCRUM framework) and Continuous Integration practicesExperience with reactive and functional programmingExperience in developing user-eccentric applicationsProven experience in leading and managing the delivery of projects, in addition any experience leading developers would be highly desirableBachelor's degree in Computer Science, Engineering, similar relevant field","
Architect, build and maintain a modern web application based on Node JS;Work closely with product designers in order to deliver great user experiences;Ownership of the whole development and deployment cycle;Collaborate with your team, participate in reviews and pairing sessions in order to ensure high level of code qualityUI/UX implementation using state of the art technologies including HTML 5, CSS 3, React, and further frameworksConception, implementation, and improvement of front-end applicationsExpertise in creating RESTful APIs and Web ServicesUnderstanding the nature of asynchronous programmingExperience in Mongo DB and SQL DBExcellent verbal and written communication skillsTeam spirit with an enthusiastic attitude
"
https://merojob.com/ror-developer-2/,RoR developer,Gurzu Inc ,"
Mid Level
",5,"
Full Time
",Kathmandu,"
Negotiable
","Nov. 21, 2020 23:55
(3 weeks, 3 days from now)
",Bachelor,"
Html5
Javascript
Postgresql
Database Management
","At least three years of demonstrable working experienceProficient on Ruby on RailsMust have a philosophical understanding of software development, deployment and maintenanceMust know the software development best practices, coding conventions and design patterns.Must be able to design/develop RESTful web APIsMust understand the concept, philosophy and importance of TDDProficient understanding of databases including Mongodb, MySQL. Postgresql etcVery good understanding of Git and Linux operating system","
Has a basic understanding of development best practices and comfortable writing codeUses and understands tools needed to debug and diagnose issues in a test and/or simple production environmentUnderstands the scope of medium featuresHas a basic understanding of all their product componentsPerforms standard programming tasksContributes to functional specifications and participates in code reviewsWrites and executes test plans
"
